PARID,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESS,PROPERTYCITY,PROPERTYSTATE,PROPERTYUNIT,PROPERTYZIP,MUNICODE,MUNIDESC,SCHOOLCODE,SCHOOLDESC,LEGAL1,LEGAL2,LEGAL3,NEIGHCODE,NEIGHDESC,TAXCODE,TAXDESC,TAXSUBCODE,TAXSUBCODE_DESC,OWNERCODE,OWNERDESC,CLASS,CLASSDESC,USECODE,USEDESC,LOTAREA,HOMESTEADFLAG,FARMSTEADFLAG,CLEANGREEN,ABATEMENTFLAG,RECORDDATE,SALEDATE,SALEPRICE,SALECODE,SALEDESC,DEEDBOOK,DEEDPAGE,PREVSALEDATE,PREVSALEPRICE,PREVSALEDATE2,PREVSALEPRICE2,CHANGENOTICEADDRESS1,CHANGENOTICEADDRESS2,CHANGENOTICEADDRESS3,CHANGENOTICEADDRESS4,COUNTYBUILDING,COUNTYLAND,COUNTYTOTAL,COUNTYEXEMPTBLDG,LOCALBUILDING,LOCALLAND,LOCALTOTAL,FAIRMARKETBUILDING,FAIRMARKETLAND,FAIRMARKETTOTAL,STYLE,STYLEDESC,STORIES,YEARBLT,EXTERIORFINISH,EXTFINISH_DESC,ROOF,ROOFDESC,BASEMENT,BASEMENTDESC,GRADE,GRADEDESC,CONDITION,CONDITIONDESC,CDU,CDUDESC,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,HEATINGCOOLING,HEATINGCOOLINGDESC,FIREPLACES,BSMTGARAGE,FINISHEDLIVINGAREA,CARDNUMBER,ALT_ID,TAXYEAR,ASOFDATE
0412F00001000000,250, ,SUMMIT PARK DR,PITTSBURGH,PA, ,15275.0,929,North Fayette  ,43,West Allegheny,METRO PROPERTY DEVELOPERS OUTSALE PARCEL       ,& WAL-MART STROES INC LOT 3 SUBDIVISION PLAN   ,3-R IRREG LOT = 1083.85X459.59X1110.84         ,54C15,RURAL,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,494,BIG BOX RETAIL,891238,,,,,12-17-2008,12-17-2008,10.0,9,OTHER INVALID,13814,70.0,04-26-1994,2904755.0,,,   PO BOX 8050    , ATTN: 0555 ,BENTONVILLE AR  ,72712.0,8232000,6195200,14427200,0,8232000,6195200,14427200,8232000,6195200,14427200,,,,,,,,,,,,,,,,,,,,,,,,,,,9929X86283000000,2022,01-NOV-22
0273E00255000000,7500, ,GRAND AVE,PITTSBURGH,PA, ,15225.0,928,Neville  ,11,Cornell,LOT 151.61X94.67 GRAND AVE COR VON STEIN LANE  ,1 STY CB BLDG & CANOPY                         ,,53C34,RIVER/INDUSTRIAL/MILL,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,14353,,,,,,09-21-1994,125000.0,5,OTHER,9309,88.0,,,,,714   WARRENDALE RD   ,  ,GIBSONIA PA  ,15044.0,377600,232400,610000,0,377600,232400,610000,377600,232400,610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0412M00005000000,250, ,SUMMIT PARK DR,PITTSBURGH,PA, ,15275.0,929,North Fayette  ,43,West Allegheny,METRO PROPERTY DEVELOPMENT OUTSALE PARCEL      ,& WAL-MART STORES INC LOT 3 SUBDIVISION        ,PLAN 13 IRREG LOT = 238.15X33.38X639.86        ,54C15,RURAL,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,400,VACANT COMMERCIAL LAND,61855,,,,,,07-05-2000,10.0,FQ,,10807,493.0,05-05-1950,0.0,,,   PO BOX 8050    ,  ,BENTONVILLE AR  ,72712.0,0,49500,49500,0,0,49500,49500,0,49500,49500,,,,,,,,,,,,,,,,,,,,,,,,,,,9929X86795000000,2022,01-NOV-22
0825M00364000000,9100, ,PERRY HWY,PITTSBURGH,PA, ,15237.0,927,McCandless  ,27,North Allegheny,LOT 257.32XAVG122.79X202.46,,,54C33,RURAL,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,41763,,,,,08-13-2003,08-13-2003,400000.0,AA,SALE NOT ANALYZ,11743,444.0,09-09-1985,86979.0,,,9100   PERRY HWY   ,  ,PITTSBURGH PA  ,15237.0,104400,295600,400000,0,104400,295600,400000,104400,295600,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0274N00300000000,5701, ,GRAND AVE,PITTSBURGH,PA, ,15225.0,928,Neville  ,11,Cornell,KOBE REALTY PLAN OF LOTS,LOT 1 = 161.58 FRONTING WITH 14 TOTAL BEARINGS,,53C16,RIVER/INDUSTRIAL/MILL,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,174527,,,,,03-31-2014,03-10-2014,10.0,3,LOVE&AFFECTION,15554,309.0,,,,,539  S MAIN ST   ,  ,FINDLAY OH  ,45840.0,867700,60200,927900,0,867700,60200,927900,867700,60200,927900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0252S00225000000,1540, ,WASHINGTON RD,PITTSBURGH,PA, ,15228.0,926,Mt.Lebanon  ,26,Mt Lebanon,IRREG LOT 165X78X175 RR WASHINGTON RD COR GILKE,SON OR(10015 SQ FT),BRK SERVICE STATION 1540,56C35,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,13260,,,,,02-14-2003,02-14-2003,1.0,3,LOVE&AFFECTION,11574,579.0,02-13-2003,1.0,05-05-1950,0.0,261   KAPPA DR   ,  ,PITTSBURGH PA  ,15238.0,72300,293300,365600,0,72300,293300,365600,72300,293300,365600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0251K00213000000,809, ,WHITE OAK CIR,PITTSBURGH,PA, ,15228.0,926,Mt.Lebanon  ,26,Mt Lebanon,HOODRIDGE TERR 3RD PLAN 3 LOT 100XAVG234.16X103,.71 RR (.543A) WHITE OAK CIRCLE,2 STY BRK V HSE-GAR 809,92601,MOUNT LEBANON TOWNSHIP,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,23653,,,,,09-28-2020,08-21-2020,644242.0,0,VALID SALE,18154,422.0,03-11-2005,270250.0,01-14-2000,1.0,809   WHITE OAK CIR   ,  ,PITTSBURGH PA  ,15228.0,226600,92500,319100,0,226600,92500,319100,226600,92500,319100,4,COLONIAL,2.0,1955.0,2.0,Brick,2.0,SLATE,4.0,Part,B,GOOD,3.0,AVERAGE,AV,AVERAGE,8.0,3.0,2.0,1.0,B,Central Heat with AC,1.0,2.0,2920.0,1.0,,2022,01-NOV-22
0459M00011000000,3604, ,5TH AVE,NORTH VERSAILLES,PA, ,15137.0,930,North Versailles  ,14,East Allegheny,PTS 1-2 IRREG LOT 173.5X115.35X65.79 5TH AVE   ,1 STY BRK & C B STORE 3604                     ,PAVING                                         ,52C54,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),13433,,,,,08-11-2017,07-31-2017,150000.0,UR,OTHER,16902,126,02-23-1993,1.0,,,348   FRAZIER DR   ,  ,PITTSBURGH PA  ,15235.0,116400,48400,164800,0,116400,48400,164800,116400,48400,164800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0716G00371000000,8716, ,PEEBLES RD,PITTSBURGH,PA, ,15237.0,927,McCandless  ,27,North Allegheny,LOT 30XAVG208.34X67.48 RR PEEBLES RD,,,54C14,RURAL,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,400,VACANT COMMERCIAL LAND,10154,,,,,07-19-2017,07-18-2017,600000.0,H,MULTI-PARCEL SA,16873,110.0,03-28-1989,50000.0,,,8716   PEEBLES RD   ,  ,PITTSBURGH PA  ,15237.0,0,17500,17500,0,0,17500,17500,0,17500,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0369B00290000000,10525, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,IRREG LOT 118.06X214.12X97.55,,,52C34,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,11,REGULAR-ETAL,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,28140,,,,,07-13-2015,06-04-2015,0.0,3,LOVE&AFFECTION,16045,82.0,07-16-2003,1.0,06-16-1988,1.0,10682   ROSEWAY BLVD   ,  ,IRWIN PA  ,15642.0,63900,48400,112300,0,63900,48400,112300,63900,48400,112300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0369B00352000000,10707, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,LOT CONSOLIDATION PLAN COAL HOLLOW ROAD AND FRANKSTOWN,ROAD WALGREENS,UN# LOT = 421.40 FRONTING WITH 13 BEARINGS,52C34,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,422,DISCOUNT STORE,61328,,,,,11-15-2005,11-15-2005,5384615.0,21,OTHER,12660,285.0,07-16-2000,1200000.0,11-14-1985,300000.0,9   AVNER LN   ,  ,WEST NYACK NY  ,10994.0,2880100,492800,3372900,0,2880100,492800,3372900,2880100,492800,3372900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0369C00390000000,10733, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,LOT 89.77XAVG219.41X105.05,FRANKSTOWN RD (0.56 A LD),1 & 2 STY BRK VEN S & R & APT,52C34,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,404,RETL/APT'S OVER,24394,,,,,07-03-2019,06-28-2019,250000.0,UR,OTHER,17678,430.0,12-19-2006,220000.0,09-24-1975,0.0,8   BEAVER GRADE RD   ,  ,MC KEES ROCKS PA  ,15136.0,163200,100400,263600,0,163200,100400,263600,163200,100400,263600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0369F00264000000,10525, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,LOT 130.85XAVG134.89X130 FRANKSTOWN RD,1 STY GLASS BRK C B BLDG (PIZZA HUT),,52C34,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,11,REGULAR-ETAL,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,17593,,,,,07-13-2015,06-04-2015,0.0,3,LOVE&AFFECTION,16045,73.0,07-16-2003,0.0,06-16-1988,0.0,10682   ROSEWAY BLVD   ,  ,IRWIN PA  ,15642.0,1087400,245400,1332800,0,1087400,245400,1332800,1087400,245400,1332800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0451F00211000000,600, ,RODI RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,EASTWOOD 1ST PLAN-17 & PT 16 & 18 LOT 86X      ,150X86 RODI RD                                 ,1 STY ALUM SDG CB SHOP BLDG                    ,52C24B,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,12900,,,,,,01-03-1975,0.0,3,LOVE&AFFECTION,,,,,,,2424   RIDGE RD   ,  ,ROCKWALL TX  ,75087.0,459300,226500,685800,0,459300,226500,685800,459300,226500,685800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0450R00259000000,421, ,RODI RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,LOT 170.59XAVG131.36X160 RODI RD,1 STY BRK BLDG #421 (FOOD SHOP),CANOPY (90X28),52C24B,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,21713,,,,,12-21-2007,12-21-2007,277433.0,AA,SALE NOT ANALYZ,13474,338.0,04-28-2004,150000.0,08-03-1999,320542.0,1425   MOUNTAIN DR N  ,  ,BETHLEHEM PA  ,18015.0,106500,93500,200000,0,106500,93500,200000,106500,93500,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0231D00095000000,8936, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,J WEINMAN 2-3-4 LOT 150X140 ,,,52C24B,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,21000,,,,,09-20-2007,09-20-2007,350000.0,H,MULTI-PARCEL SA,13382,196.0,12-29-1997,200000.0,,,2655   PHILMONT AVE   ,  ,HUNTINGDON VALLEY PA  ,19006.0,137200,259100,396300,0,137200,259100,396300,137200,259100,396300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0231D00107000000,8936, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,J WEINMAN PLAN PT 1 LOT 94.5XAVG70.56X91.04               ,,,52C24B,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,6546,,,,,09-20-2007,09-20-2007,350000.0,H,MULTI-PARCEL SA,13382,196.0,12-29-1997,200000.0,,,2655   PHILMONT AVE   ,  ,HUNTINGDON VALLEY PA  ,19006.0,4700,2200,6900,0,4700,2200,6900,4700,2200,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0231D00116000000,8936, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,J WEINMAN PLAN PT #1 LOT 49.84XAVG78.69X48.36 R,R ROBINSON BLVD                                ,J WEINMAN PLAN PT 1 LOT 22.86X66.44X21.30 RR   ,52C24B,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,3864,,,,,09-20-2007,09-20-2007,350000.0,H,MULTI-PARCEL SA,13382,196.0,12-29-1997,200000.0,,,2655   PHILMONT AVE   ,  ,HUNTINGDON VALLEY PA  ,19006.0,0,3300,3300,0,0,3300,3300,0,3300,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0427L00223000000,211, ,MOUNT NEBO RD,PITTSBURGH,PA, ,15237.0,932,Ohio  ,2,Avonworth,GREEN VALLEY - MOUNT NEBO PLAN OF LOTS,LOT 1 =3.33X93.39X38.76X12X285.34X89.72X134.72X339.17X278.03,,55C14,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,95179,,,,,,01-09-1991,400000.0,0,VALID SALE,8405,172,,,,,1700  N HIGHLAND RD  STE 302,  ,PITTSBURGH PA  ,15241.0,1661200,438800,2100000,0,1661200,438800,2100000,1661200,438800,2100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0348R00002000000,132, -156,BEN AVON HEIGHTS RD,PITTSBURGH,PA, ,15237.0,932,Ohio  ,2,Avonworth,CINEMETTE ASSOCIATED THEATERS INC AND MELLON   ,BANK N A PLAN PT PARCEL 'A' = 367.12X63.87X    ,241.70 (.574 ALD) REAR CAMP HORNE RD           ,55C15,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,400,VACANT COMMERCIAL LAND,25003,,,,,,07-18-1997,1350000.0,0N,,9991,398,,,,,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,0,25800,25800,0,0,25800,25800,0,25800,25800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0348S00249000000,132, -156,BEN AVON HEIGHTS RD,PITTSBURGH,PA, ,15237.0,932,Ohio  ,2,Avonworth,CINEMETTE ASSOCIATED THEATERS INC AND MELLON   ,"BANK N A PLAN PT PARCEL 'A' = 1,148.87X        ",51.15X1152.06 (12.553 ALD) REAR BEN AVON RD    ,55C15,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,421,SUPERMARKETS,753945,,,,,,07-18-1997,1350000.0,5,OTHER,9991,398,,,,,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,3889000,3435700,7324700,0,3889000,3435700,7324700,3889000,3435700,7324700,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0228A00116000000,100, ,FOX CHAPEL RD,PITTSBURGH,PA, ,15238.0,931,O''Hara  ,17,Fox Chapel Area,PLAN PT B-10 & UN # LOT IRREG LOT = 114.52X10.48X5X27.67X,123.55X22.56X114.85X45X100.41X203,,55C14,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,22968,,,,,12-31-2013,12-31-2013,10.0,9,OTHER INVALID,15477,155,11-01-2012,200000.0,09-07-2007,1.0,2655   PHILMONT ST  STE 100,  ,HUNTINGDON VALLEY PA  ,19006.0,235000,165000,400000,0,235000,165000,400000,235000,165000,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0295N00132000000,9001, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,ECHO REAL ESTATE PLAN OF LOTS,PARCEL 1 = 280.86 FRONTING WITH 12 BEARINGS,,52C34,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,421,SUPERMARKETS,230824,,,,,,12-04-2001,700000.0,4,OTHER,11215,601.0,10-12-2001,700000.0,12-29-1998,10.0,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,1450300,619500,2069800,0,1450300,619500,2069800,1450300,619500,2069800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0296A00220000000,9003, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,ECHO REAL ESTATE PLAN OF LOTS,PARCEL 2 = 157.04X239.24X326.87X179.68X151.20X141.48,,52C34,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,458,GAS STATION KIOSK,40000,,,,,,,,,,,,,,,,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,144100,335500,479600,0,144100,335500,479600,144100,335500,479600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0539B00046000000,815, ,UNIVERSAL RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,LOT 90X150 (OR .30 A LD) UNIVERSAL RD,1 STY CB & BRK STORE RM #815,,52C44,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,491,CONVENIENCE STORE,13500,,,,,07-06-2006,07-06-2006,180000.0,0,VALID SALE,12906,405.0,05-06-2004,145000.0,04-14-1999,1.0,308   CONROY DR   ,  ,PITTSBURGH PA  ,15205.0,146200,55500,201700,0,146200,55500,201700,146200,55500,201700,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0540N00151000000,1172, -1178,JEFFERSON HEIGHTS RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,LOT 100XAVG159.07X121.79                       ,JEFFERSON HGHTS DR (0.4 A LD)                  ,1 STY BRK V OFFICE BLDG #1170-1178             ,52C44,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),17424,,,,,08-26-2015,08-24-2015,230000.0,UR,OTHER,16100,443.0,12-30-2014,190000.0,12-16-1999,1.0,1172   JEFFERSON HEIGHTS RD   ,  ,PITTSBURGH PA  ,15235.0,166200,63300,229500,0,166200,63300,229500,166200,63300,229500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0449D00205000000,12120, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,LOT 54.52X115.98X83.66 FRANKSTOWN RD COR ORCHAR,D (.44 A),1 STY BRK & C B STO RM,52C24B,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),8013,,,,,03-18-2004,03-18-2004,10.0,3,LOVE&AFFECTION,11981,201.0,08-20-2002,34000.0,06-26-2000,1.0,12120   FRANKSTOWN RD   ,  ,PITTSBURGH PA  ,15235.0,166900,58100,225000,0,166900,58100,225000,166900,58100,225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0449G00341000000,11835, ,FRANKSTOWN RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,1.65 ALD M/L FRANKSTOWN RD                     ,1 STY C B CAR WASH BLDG                        ,,52C24B,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,71874,,,,,04-22-2015,04-02-2015,1250000.0,99,CORRECTN / DUP,15951,491.0,09-27-2002,460000.0,04-03-2000,675000.0,1   UKANI DR   ,  ,BELLE VERNON PA  ,15012.0,337150,412850,750000,0,337150,412850,750000,337150,412850,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0447S00280000000,6200, ,SALTSBURG RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,IRREG LOT 383.43X327.28X188.27                 ,SALTSBURG RD                                   ,OR 1.479 ALD                                   ,52C24B,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,423,PHARMACY (CHAIN),64425,,,,,08-06-2018,06-26-2018,10.0,3,LOVE&AFFECTION,17311,117.0,01-03-2018,10.0,11-01-2001,2500000.0,1   HARBOR LN   ,  ,BROOKLYN NY  ,11209.0,1469400,517300,1986700,0,1469400,517300,1986700,1469400,517300,1986700,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0106B00133000000,4326, ,STEUBENVILLE PIKE,PITTSBURGH,PA, ,15205.0,939,Robinson  ,24,Montour,SUEHR PLAN #1 IRREG LOT = 296.25X350           ,X216.74 (2.047 ALD) STEUBENVILLE PIKE          ,RTE #60                                        ,56C44,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,405,RETL/OFF OVER,89773,,,,,03-06-2012,03-06-2012,1.0,3,LOVE&AFFECTION,14828,253.0,12-22-1997,1.0,,,200   LATONKA DR   ,  ,MERCER PA  ,16137.0,281600,165900,447500,0,281600,165900,447500,281600,165900,447500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0106F00099000000,4311, ,STEUBENVILLE PIKE,PITTSBURGH,PA, ,15205.0,939,Robinson  ,24,Montour,6 AC LD M/L STEUBENVILLE PIKE,2 STY SHG HSE #4311,2 CAR C B GAR STORAGE BLDG,56C44,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,304920,,,,,06-20-2013,06-20-2013,20.0,36,QUIT CLAIM,15275,228,05-03-2005,290000.0,03-06-2002,380000.0,500   SPEEDWAY DR   ,  ,ENON OH  ,45323.0,555000,240000,795000,0,555000,240000,795000,555000,240000,795000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0634H00028000000,7409, ,SALTSBURG RD,PITTSBURGH,PA, ,15235.0,934,Penn Hills  ,30,Penn Hills Twp,MAURO SUBDIVISION,PARCEL A = 55.95 X 92.66 X 53.84 X 153.40 X 156.64 X 160.22,,52C24B,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,11,REGULAR-ETAL,C,COMMERCIAL,493,CONVENIENCE STORE GAS/REPAIRS,29498,,,,,10-14-2014,10-02-2014,1.0,3,LOVE&AFFECTION,15764,257,11-02-1995,275000.0,,,7409   SALTSBURG RD   ,  ,PITTSBURGH PA  ,15235.0,390700,293300,684000,0,390700,293300,684000,390700,293300,684000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0516M00291000000,1102, ,PERRY HWY,PITTSBURGH,PA, ,15237.0,940,Ross  ,28,North Hills,LOT 176.74XAVG184.68X181.49 RR PERRY HWY COR TH,REE DEGREE RD                                  ,CANOPY                                         ,55C34,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,32391,,,,,05-01-2018,04-26-2018,1730000.0,35,CORP TRANSFER,17192,56,12-31-2012,1540000.0,09-09-2010,917000.0,25062   PASCO EQUESTRE    ,  ,EL TORO CA  ,92630.0,317500,304900,622400,0,317500,304900,622400,317500,304900,622400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0517J00145000000,120, ,THREE DEGREE RD,PITTSBURGH,PA, ,15237.0,940,Ross  ,28,North Hills,ROSANNA REEL PLAN 16-17-18 LOT 155XAVG220X288.9,9 RR IN ALL THREE DEGREE RD                    ,1 STY COMM BLDG #120                           ,55C44,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,425,NEIGH SHOP CENTER,48839,,,,,09-10-2013,09-10-2013,425000.0,H,MULTI-PARCEL SA,15369,9,10-08-1987,385000.0,,,1   ATLANTIC AVE   ,  ,PITTSBURGH PA  ,15202.0,300000,110000,410000,0,300000,110000,410000,300000,110000,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0517E00083000000,5603, ,BABCOCK BLVD,PITTSBURGH,PA, ,15237.0,940,Ross  ,28,North Hills,IRREG LOT 266X188.08 BABCOCK BLVD,1 STY BRK & CB MINI-MART (COGO'S) #5603,CANOPY,55C44,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,50008,,,,,08-01-2005,08-01-2005,362000.0,0,VALID SALE,12536,520,09-01-2000,1.0,08-08-1995,169000.0,560   EPSILON DR   ,  ,PITTSBURGH PA  ,15238.0,316700,172000,488700,0,316700,172000,488700,316700,172000,488700,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0516S00003000000,1021, ,PERRY HWY,PITTSBURGH,PA, ,15237.0,940,Ross  ,28,North Hills,PARCEL A LOT 72.46XAVG144X81.24                ,PAR B IRREG LOT 104X144.40X21 PERRY GWY        ,1 STY CB & BRK BLDG (7-11 MART) #1021          ,55C34,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,11066,,,,,01-16-2009,01-16-2009,300000.0,Z,OTHER,13837,327,12-29-1995,200000.0,,,190   HICKORY LN   ,  ,HANOVER PA  ,17331.0,217300,127700,345000,0,217300,127700,345000,217300,127700,345000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
